CustomerKey,FirstName,LastName,Full Name,Gender,DateFirstPurchase
11305,Sean,Evans,Sean Evans,Male,2020-03-25
11306,Micah,Zhou,Micah Zhou,Male,2020-06-30
11307,Hunter,Rodriguez,Hunter Rodriguez,Male,2018-09-04
11308,Ian,Gonzales,Ian Gonzales,Male,2020-09-07
11309,Victoria,Lewis,Victoria Lewis,Female,2020-07-09
11310,Erin,Sanders,Erin Sanders,Female,2020-08-12
11311,Gabrielle,Lopez,Gabrielle Lopez,Female,2020-04-18
11312,Sara,Richardson,Sara Richardson,Female,2020-05-17
11313,Trevor,Jenkins,Trevor Jenkins,Male,2020-05-07
11314,Mya,Flores,Mya Flores,Female,2020-02-25
11315,Hailey,Ward,Hailey Ward,Female,2020-05-20
11316,Luke,Allen,Luke Allen,Male,2020-01-12
11317,Victoria,Russell,Victoria Russell,Female,2018-09-01
11318,Jessica,Wilson,Jessica Wilson,Female,2020-10-17
11319,Jade,Bailey,Jade Bailey,Female,2018-09-09
11320,Morgan,Hill,Morgan Hill,Female,2020-06-15
11321,Terrance,Raman,Terrance Raman,Male,2020-02-23
11322,Sydney,Garcia,Sydney Garcia,Female,2020-03-24
11323,Jose,Patterson,Jose Patterson,Male,2018-09-10
11324,Zachary,Anderson,Zachary Anderson,Male,2018-09-26
11325,Elijah,Ross,Elijah Ross,Male,2018-09-19
11326,Rafael,Xie,Rafael Xie,Male,2018-09-15
11327,Jaime,Moreno,Jaime Moreno,Male,2018-09-26
11328,Julian,Griffin,Julian Griffin,Male,2020-01-05
11329,Andy,Alvarez,Andy Alvarez,Male,2018-09-25
11330,Ryan,Thompson,Ryan Thompson,Male,2020-02-12
11331,Samantha,Jenkins,Samantha Jenkins,Female,2020-02-07
11332,Deanna,Ramos,Deanna Ramos,Female,2018-10-15
11333,Emily,Miller,Emily Miller,Female,2018-03-21
11334,Nicole,Brown,Nicole Brown,Female,2018-03-04
11335,Carla,Raman,Carla Raman,Female,2018-10-23
11336,Shaun,Raji,Shaun Raji,Male,2019-09-27
11337,Jerome,Romero,Jerome Romero,Male,2018-03-09
11338,Frank,Navarro,Frank Navarro,Male,2018-10-11
11339,Dennis,She,Dennis She,Male,2019-10-07
11340,Melody,Munoz,Melody Munoz,Female,2019-10-27
11341,Randy,Zeng,Randy Zeng,Male,2018-04-11
11342,Marshall,Wang,Marshall Wang,Male,2020-07-12
11343,Arthur,Carlson,Arthur Carlson,Male,2018-04-04
11344,Jessie,Jimenez,Jessie Jimenez,Female,2018-05-13
11345,Robin,Ramos,Robin Ramos,Female,2019-10-22
11346,Deanna,Gutierrez,Deanna Gutierrez,Female,2019-10-01
11347,Roy,Navarro,Roy Navarro,Male,2020-03-16
11348,Shawn,Rai,Shawn Rai,Male,2020-03-31
11349,Mindy,Luo,Mindy Luo,Female,2021-01-13
11350,Cara,Zhou,Cara Zhou,Female,2020-02-05
11351,Anne,Ramos,Anne Ramos,Female,2018-06-12
11352,Raymond,Rodriguez,Raymond Rodriguez,Male,2020-05-01
11353,Carrie,Ortega,Carrie Ortega,Female,2018-06-12
11354,Deanna,Suarez,Deanna Suarez,Female,2020-12-03
11355,Roberto,Gutierrez,Roberto Gutierrez,Male,2020-09-26
11356,Terrence,Carson,Terrence Carson,Male,2018-05-10
11357,Ramon,Ye,Ramon Ye,Male,2018-06-18
11358,Cynthia,Malhotra,Cynthia Malhotra,Female,2018-06-28
11359,Jarrod,Prasad,Jarrod Prasad,Male,2018-06-13
11360,Tyrone,Serrano,Tyrone Serrano,Male,2018-06-27
11361,Cindy,Ramos,Cindy Ramos,Female,2020-10-01
11362,Damien,Shan,Damien Shan,Male,2020-03-29
11363,Julian,Ross,Julian Ross,Male,2018-06-08
11364,Jennifer,Collins,Jennifer Collins,Female,2018-06-07
11365,Brittney,Sun,Brittney Sun,Female,2018-05-31
11366,Virginia,Patel,Virginia Patel,Female,2020-06-24
11367,Calvin,Nara,Calvin Nara,Male,2020-07-07
11368,Edward,Miller,Edward Miller,Male,2018-06-24
11369,Ashlee,Tang,Ashlee Tang,Female,2020-07-05
11370,Alicia,Xu,Alicia Xu,Female,2020-07-13
11371,Lacey,Jai,Lacey Jai,Female,2020-11-07
11372,Wendy,Romero,Wendy Romero,Female,2018-06-07
11373,Carly,Luo,Carly Luo,Female,2020-08-27
11374,Jimmy,Ortega,Jimmy Ortega,Male,2020-04-15
11375,Francisco,Martinez,Francisco Martinez,Male,2020-10-17
11376,Lance,Vazquez,Lance Vazquez,Male,2020-10-15
11377,David,Robinett,David Robinett,Male,2020-02-28
11378,Shannon,Liang,Shannon Liang,Female,2019-10-17
11379,Gary,Vazquez,Gary Vazquez,Male,2019-10-02
11380,Mitchell,Kumar,Mitchell Kumar,Male,2018-10-11
11381,Meredith,Raman,Meredith Raman,Female,2018-06-12
11382,Edward,Patterson,Edward Patterson,Male,2019-11-03
11383,Marie,Gill,Marie Gill,Female,2021-01-01
11384,Tiffany,Wang,Tiffany Wang,Female,2020-08-02
11385,Miguel,Allen,Miguel Allen,Male,2020-07-06
11386,Jaclyn,Cai,Jaclyn Cai,Female,2020-11-02
11387,Megan,Ramirez,Megan Ramirez,Female,2018-07-26
11388,Joseph,Martin,Joseph Martin,Male,2018-07-03
11389,Karl,Shan,Karl Shan,Male,2020-11-17
11390,Christine,Raji,Christine Raji,Female,2020-11-07
11391,Lindsay,Xie,Lindsay Xie,Female,2020-10-26
11392,Willie,Zhao,Willie Zhao,Male,2020-03-29
11393,Kurt,Pal,Kurt Pal,Male,2020-07-16
11394,George,McDonald,George McDonald,Male,2018-07-04
11395,Beth,Gutierrez,Beth Gutierrez,Female,2018-11-14
11396,Ian,Lopez,Ian Lopez,Male,2020-10-26
11397,Latoya,Shan,Latoya Shan,Female,2020-07-07
11398,Colin,Nath,Colin Nath,Male,2018-07-03
11399,Brenda,Mehta,Brenda Mehta,Female,2020-04-13
11400,Franklin,Raji,Franklin Raji,Male,2018-07-15
11401,Linda,Navarro,Linda Navarro,Female,2019-10-28
11402,Kelli,Cai,Kelli Cai,Female,2019-11-07
11403,Nancy,Schmidt,Nancy Schmidt,Female,2019-10-28
11404,Megan,Taylor,Megan Taylor,Female,2020-02-10
11405,Bonnie,Goel,Bonnie Goel,Female,2020-03-31
11406,Latoya,Xu,Latoya Xu,Female,2019-11-04
11407,Mario,She,Mario She,Male,2020-06-23
11408,Darren,Gill,Darren Gill,Male,2020-03-05
11409,Jacqueline,Hayes,Jacqueline Hayes,Female,2019-11-17
11410,Maurice,Goel,Maurice Goel,Male,2019-11-13
11411,Devin,Ross,Devin Ross,Male,2020-08-04
11412,Sydney,Bryant,Sydney Bryant,Female,2018-11-05
11413,Megan,Stewart,Megan Stewart,Female,2018-08-10
11414,Ian,Richardson,Ian Richardson,Male,2018-08-13
11415,Randy,She,Randy She,Male,2020-08-16
11416,Katrina,Becker,Katrina Becker,Female,2019-11-07
11417,Lacey,Zheng,Lacey Zheng,Female,2019-11-04
11418,Rafael,Hu,Rafael Hu,Male,2020-12-17
11419,Kyle,Scott,Kyle Scott,Male,2020-03-12
11420,Jordan,Turner,Jordan Turner,Male,2019-11-01
11421,Amy,Sun,Amy Sun,Female,2018-11-03
11422,Dustin,Deng,Dustin Deng,Male,2018-08-22
11423,Jasmine,Stewart,Jasmine Stewart,Female,2018-12-10
11424,Pamela,Garcia,Pamela Garcia,Female,2020-04-21
11425,Ariana,Gray,Ariana Gray,Female,2019-11-22
11426,Kristopher,Mehta,Kristopher Mehta,Male,2020-04-09
11427,Desiree,Dominguez,Desiree Dominguez,Female,2018-12-20
11428,Deanna,Perez,Deanna Perez,Female,2018-12-05
11429,Marco,Lopez,Marco Lopez,Male,2019-12-14
11430,Casey,Yuan,Casey Yuan,Female,2020-03-19
11431,Bryant,Garcia,Bryant Garcia,Male,2018-12-21
11432,Dominique,Prasad,Dominique Prasad,Female,2019-12-10
11433,Maurice,Shan,Maurice Shan,Male,2019-12-02
11434,Andre,Lopez,Andre Lopez,Male,2020-06-15
11435,Robin,Romero,Robin Romero,Female,2021-01-04
11436,Taylor,Cox,Taylor Cox,Female,2020-05-22
11437,Alfredo,Moreno,Alfredo Moreno,Male,2020-12-19
11438,Jenny,Nara,Jenny Nara,Female,2020-02-05
11439,Janet,Munoz,Janet Munoz,Female,2019-11-29
11440,Sergio,Weber,Sergio Weber,Male,2020-03-27
11441,Erika,Gomez,Erika Gomez,Female,2021-01-08
11442,Joseph,Harris,Joseph Harris,Male,2020-09-29
11443,Grace,Griffin,Grace Griffin,Female,2018-06-07
11444,Tina,Mehta,Tina Mehta,Female,2018-06-01
11445,Kari,Kim,Kari Kim,Female,2018-06-06
11446,Bethany,Chander,Bethany Chander,Female,2018-06-18
11447,Jennifer,Roberts,Jennifer Roberts,Female,2018-06-28
11448,Kyle,Patterson,Kyle Patterson,Male,2018-06-16
11449,Alvin,Hu,Alvin Hu,Male,2018-06-19
11450,Brett,Mehta,Brett Mehta,Male,2018-06-29
11451,Ruben,Muñoz,Ruben Muñoz,Male,2018-07-29
11452,Erika,Rubio,Erika Rubio,Female,2018-07-11
11453,Stanley,Malhotra,Stanley Malhotra,Male,2018-07-15
